Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.183680812,3.041559051,3.74255032,3.547159696,2.026053715,4.614955621,-10.91206559,6.346323856,4.901479523,3.092068236,3.479707817,2.673843292,5.355680778,10.73426226,11.24505877,-5.495138397,13.73987152,22.00300492,6.035118773,-1.965291669,17.08268225,7.516202606,6.866830566,7.474572543,8.063161672,6.77166308,-2.146650212,-7.823631975,-1.819120513,-6.105697646,-3.808599372,-3.100003211,-7.932066575,2.123935444,3.469792148,4.361086518,5.231320709,4.502291241,4.292016945,3.553374364,4.368084242,4.237203677,4.567195256,6.780955924,2.020662307,3.457668793,4.902201732,3.488800919,2.198664102,3.422507641,4.129277161,4.543265016,5.40426571,5.884059327,5.651463744,4.648481551,3.549087318,
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-10.85137608,21.20069751,5.213990134,-2.440223564,0.997348794,6.775485302,-0.985738661,4.332698464,9.328837439,-0.245056575,6.005018067,0.151135514,8.137275887,3.130585879,-4.981631005,-5.309002081,0.760793602,-5.345291528,0.430088262,2.194912924,2.350524075,-0.457677609,1.411703688,5.541074022,0.467850951,4.717209653,2.675642451,0.470381337,-1.266050636,-6.568310695,-8.421051499,-10.50000856,-13.46905054,-3.899996803,0.69999883,-1.023172642,-5.617046599,-1.624154045,-4.270140831,-6.910927317,-2.100173025,2.947765184,5.577822311,6.738373933,6.135151155,5.320979565,6.259477764,6.225894269,2.85506401,7.107976576,6.87467089,7.086898947,8.481956636,9.470288097,6.91618781,2.399379098,3.70085075,
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.350726724,5.202308789,-4.029300398,3.816796268,3.676467736,1.358982462,2.116272058,7.631326238,7.548525194,6.358470188,7.753035853,8.617550844,8.231188944,7.885520809,7.731596839,0.916286753,-8.953427981,6.35974701,9.813224739,17.63660548,17.61972247,23.59769996,5.85396284,6.976131056,-1.185660855,-6.861526437,0.189376641,1.766263429,2.599876517,1.000003567,2.395367454,2.611948052,-0.979683206,-5.493075745,3.985324378,4.290481556,-0.62481215,3.73755277,-2.582199357,7.575980392,3.8026019,4.581870061,0.813264075,3.476631623,7.755758978,6.235997013,-1.58222275,5.572233235,7.468942484,8.751601459,3.420665681,3.799971313,3.440705249,6.779916158,2.646485877,-2.800018788,-3.1,
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.089216984,5.411889614,3.286707554,6.166941324,3.600011392,5.236735857,4.134864166,5.933118002,6.102517307,6.207796963,5.960727944,7.669147549,6.722954965,5.745757189,2.323255285,4.728368731,4.158505455,8.469900839,5.379118988,4.087353673,2.276872747,0.948420786,1.573956038,3.350683739,3.107106194,5.824076138,5.368932148,4.064173245,3.414096109,4.281998332,2.001607597,4.044929438,5.385409939,5.814661908,5.202437593,2.055854712,3.430293678,0.56978409,-4.204015244,2.924861483,1.677898308,2.503980465,3.918271904,5.333022067,4.706555934,6.779405419,6.848654785,3.257048465,1.205422095,4.347553268,7.362530914,3.903054219,4.566869773,4.728312246,2.955945907,1.962614267,1.789192546,
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864928957,6.38331701,4.821401883,4.110299989,2.279960777,1.867612167,1.637784181,2.687379404,-3.180256516,5.091236413,-5.395637149,8.530981788,3.006061307,-5.276782997,3.610206432,-1.291688926,4.030153668,1.282515793,1.924408712,10.84787862,2.332907102,2.324944861,2.103871636,1.919659807,2.83754787,2.646955476,0.800042349,3.999971991,3.200113112,3.799933455,4.099846955,3.200272903,4.499874215,2.100006438,1.099964632,2.188197456,2.707658829,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,8.451562412,2.825030083,9.520749753,3.783270681,8.642086617,2.871455425,4.309063729,5.996854915,5.697949367,0.692171874,1.404146852,10.93764724,8.708311376,19.18264182,14.21163626,11.34652473,11.11842604,12.51728567,11.22264853,14.28486883,2.231654493,5.250891246,4.176259302,10.19707261,6.912457988,7.983750447,15.17068797,6.650520523,-1.270425968,1.466790097,3.968886345,1.081918279,0.802797601,0.611212666,1.006863707,4.705791509,4.013257244,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.879276559,5.442391373,6.898923445,3.659048312,8.190527594,6.969319032,5.650125921,8.473304346,5.491799943,7.503134343,6.778505427,8.178045133,7.708915812,5.54489999,2.10007105,5.517564403,8.904474432,6.267686825,4.939123955,0.751895403,-2.261655507,-7.285568847,2.862992702,8.024107907,0.721601729,5.536250843,4.764533279,3.43214738,5.665975549,3.553063365,2.26565499,9.19656098,7.087517249,4.487266995,4.121496396,1.237816358,5.564945547,6.961700254,3.943353587,3.833166661,3.490469522,3.291753162,4.255476839,4.33657481,3.870873326,7.237732746,8.16789615,4.649598233,-0.970548313,4.951863844,4.30710166,4.796919918,2.269027401,3.515338564,3.631731441,4.245989878,3.280464528,
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,4.220980954,5.987295625,5.347434304,4.627364868,2.071530074,7.674886875,-0.650138756,-2.98485368,-1.225110813,1.397128694,4.244528245,6.108279079,5.06247072,-0.647481298,1.026547337,1.420306547,-2.639050663,0.730476144,-0.189569469,1.189480326,1.719369303,2.087251109,4.166250235,0.988986423,1.294356392,-0.404905195,2.818772804,2.849950828,3.046694911,3.368912845,3.056754979,2.999445505,4.100020637,3.820747138,2.033771852,3.658124967,5.755432723,3.968846825,3.721164308,6.81297795,3.216050983,1.243829251,-3.550532522,1.459408833,1.103918756,1.317523121,0.882457259,0.659092484,1.051289334,-1.862432112,0.191942013,
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,8.583859012,4.826685845,3.434488533,0.984491816,9.476426069,5.427960463,8.709502857,6.595998567,1.088183302,-4.849442952,19.68833433,8.918234965,5.411470724,7.929716515,1.596674599,0.095303386,-2.402172538,3.705539907,0.680083233,-2.948564945,-10.69269711,-11.58060308,-14.87818069,0.71693031,2.457201172,7.838749659,2.783425042,0.159146052,6.188755304,5.914760174,3.185029904,1.424821261,3.792740223,5.77053807,11.20165642,12.06586311,7.262136966,4.116828042,1.451305431,2.390352297,2.802300836,3.014900289,2.747602563,1.047576632,4.438141959,0.513761468,1.783497627,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1,0.6,1.7,2,0.9,6.5,4.6,3.162625338,-0.357398564,-7.200494561,-2.71558355,1.169017283,1.229752911,1.279331365,2.654529322,2.833122427,3.53565895,2.9,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,20.26629219,16.36200095,7.777403359,9.905569384,5.753244701,2.516998441,6.021708985,5.582181702,8.757894384,4.882540772,3.70395029,7.065250812,8.646777846,7.947425531,7.403999506,0.739501448,9.399998832,0.700000292,5.899998774,8.468188508,1.248478882,2.640948963,6.110879413,4.997943315,5.965317744,3.95253497,3.722934432,2.623271336,5.026348,4.852991308,4.713822102,5.098036578,3.646776516,-2.015241129,1.335403498,0.403429932,-2.878099556,-5.799304664,-1.311465423,1.96230401,4.812187624,4.231414524,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494236,-0.506542351,0.061904249,2.909309464,6.221406,4.222814572,-0.594659089,-0.328715516,1.432839479,4.266741357,2.908764882,1.652494055,3.602989459,4.906563764,6.533468806,6.853522334,5.602643685,2.682282724,-4.802572091,2.273420052,1.777833187,-0.799844281,-0.483671041,2.715116132,5.309238519,2.59332602,4.289078941,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.132699754,4.300341294,4.777486913,0.890068704,-0.866738895,4.949258392,3.347218088,3.008492877,4.150363333,1.408828659,0.529240537,-0.394840746,1.572410149,2.822947834,2.32793522,2.287339269,1.402151574,3.707235669,3.896551724,5.255006086,5.108261508,1.923807011,-0.956165307,2.45737182,1.737640631,0.817897617,1.84920067,1.979618407,1.987134949,2.962045368,1.695471452,0,-0.709906172,1.169970413,0.706713948,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.491992829,0.489584482,1.92969041,1.743205394,1.943625428,2.222824755,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.920584625,9.683798116,8.722260061,4.090263628,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,10.5357458,-18.35928549,13.38318227,10.829331,4.127683495,2.556318037,4.19664683,1.420933217,7.073356496,6.307561115,7.816623013,-0.191136506,5.418651871,1.346472042,2.029985816,2.162133124,0.034000997,3.030169106,3.104923915,2.185299673,3.773847243,0.354780288,2.339507407,-0.06280226,-2.828878531,6.353391594,3.050694695,0.65623311,4.658759483,6.353759422,7.120741901,-1.169757154,0.672542759,-0.22367684,-1.058786064,-0.607691786,4.388895668,-2.550500001,2.522045734,-9.530268983,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,3.421605092,3.974947702,6.322485008,2.735218118,3.005032996,3.929343825,4.092925236,-1.122411664,-1.456541734,5.924574567,1.87028859,2.22630861,3.869056424,-0.482992254,-0.666133022,3.684650826,2.596061212,4.166151262,4.003685575,4.904252686,0.254226112,-0.013630002,0.645214979,1.475244726,1.393656029,1.957011566,0.010659428,5.332448645,3.027634073,2.900068335,3.260879794,2.218161888,2.948007099,3.746900212,0.8231493,0.466344928,0.390073865,2.668193459,2.336664491,3.912980152,0.909252996,-0.512025222,-4.906525558,1.870992639,1.336774667,0.226468476,0.933349282,1.619374971,1.606608994,1.964077129,2.240138922,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.31324875,17.04724093,6.50290263,6.764865116,-12.48183392,13.46334483,3.327542288,0.238860485,10.89144583,18.22668288,10.87146607,10.39416408,12.89576373,6.001902902,5.193253357,6.728122643,4.981783949,2.140684677,4.531399217,7.968738509,4.279867479,1.69870863,4.627946349,1.252895975,-2.122534978,3.5219932,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,11.22093274,7.364513042,2.600354268,5.685430737,5.977825114,8.885269066,6.714477712,5.940049136,4.66176228,2.459516368,4.495103403,-1.345706185,2.570134279,9.428236947,9.174355406,7.415951715,3.209504262,0.946155168,8.33965106,3.133423003,2.717367897,4.875205093,7.636031824,7.033371069,6.612208223,4.551815138,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.60544133,-19.68504183,34.31372878,5.839413007,6.20689821,-4.804970943,9.452962563,10.79623857,8.433280282,8.862657109,-11.33171917,27.42396948,3.813176297,7.494917703,5.045341613,8.386756484,5.258585987,9.214835701,7.47782655,0.790606973,2.999996087,6.400004116,5.400003024,5.59999653,3.699997255,0.400001003,-0.699997526,-1.00000549,4.40000216,0.80000058,-1.200000584,1.800002301,-2.100000759,-0.899996549,3.79999479,4.09999847,1.099999938,5.100003611,3.200001551,3.819678496,3.008395466,5.60932319,7.201872244,4.301624264,5.907791268,1.684488319,3.372875154,2.360134861,1.632243838,3.634145353,2.891865995,3.374768651,2.767638867,3.789121212,3.763466958,3.3,1.600000001,
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-11.22469167,-0.128228615,5.757396556,9.869918485,9.875593699,7.570549114,-0.933586075,2.671442004,10.73388387,12.73167929,6.782353691,5.11039477,8.321575969,4.298169166,6.452089717,3.405689468,7.756482157,9.126793179,7.137838853,7.620579666,5.813851323,6.027002361,7.348905922,9.438595878,7.214603049,6.928655106,8.792062887,9.53460813,5.928725994,5.406079482,7.939254964,10.76402038,10.89118057,10.6504779,9.728394725,8.94154081,7.031868081,1.755279653,6.11282556,7.506141859,6.708916861,7.856705762,8.724422478,8.937315842,9.717755033,10.77614793,12.16359808,8.434667681,7.697311465,9.778061182,8.459357162,7.507043797,7.19318386,6.761632841,6.494765605,6.331982299,6.585690685,
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.38130059,4.257317094,5.328182806,8.301250224,5.479236716,4.0927149,5.428905364,7.171145998,6.268749568,8.76546864,5.853497117,7.038192754,7.596451743,6.470144119,2.183656734,7.54738822,3.725333314,0.955898819,3.454834746,1.803696077,3.680835923,0.069571075,0.075017437,2.028379793,0.936979193,3.015386436,2.945742539,3.635391278,1.813454763,5.880390451,4.97631627,4.138009899,3.267426779,2.921078269,2.733054534,5.506222817,4.741161907,1.934097571,1.500648204,4.493899163,0.942234099,1.574729889,4.744989332,6.706144562,6.317553268,6.317862257,6.204236416,3.583994958,0.713695137,6.474113222,5.230855563,4.237144442,4.290797504,4.006442833,4.714269976,4.558506502,4.575023533,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.890828094,6.255393955,7.838891801,10.62044898,6.601429273,8.992393955,8.55458737,10.41831707,11.62583948,3.139314913,5.138166598,7.451898625,7.720375975,0.58468767,3.410368026,4.202147711,5.050894677,5.636254447,5.818787,3.585175734,4.570127092,3.923253011,4.089102779,5.759592605,5.502782335,4.554438974,5.795106726,7.456877754,5.106698238,5.104187703,4.444856462,3.427711893,3.155388297,4.313527151,5.109730902,5.087374512,3.469700857,-0.095793182,2.991669999,4.882570625,2.676612912,3.606777226,4.255052546,5.142022293,5.049920475,5.540142332,6.462598696,3.520535062,1.391997593,7.0653878,4.61697125,4.682193788,4.749596044,4.127739022,4.165562681,4.105209607,4.55382185,
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.405736313,-5.230910752,-10.42883468,-5.487332871,-10.45701271,-1.225368969,0.0485224,2.695549788,-1.674364387,2.055672276,8.008876484,2.622772547,5.479813507,6.835029506,8.277867861,7.147378618,8.1424594,7.679629558,4.376920333,-5.99119902,5.152866507,6.552172609,3.679893842,4.014320113,2.236552401,0.558920057,1.50780154,4.025631304,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.721565572,4.786916571,6.009202613,2.341353434,-0.471728502,4.767915268,2.860063045,3.198712369,3.730246412,1.442391384,0.511137977,0.949463508,1.92036705,2.662229131,2.766162313,2.766948766,3.039115374,4.187028479,3.558790125,2.322703697,0.441506009,-0.604580534,-0.839049008,1.076443976,2.156872398,1.771312925,2.975109296,2.48610907,2.900231607,4.300653007,2.201695473,1.746124375,1.872322446,3.247990534,2.76166787,3.937490371,3.704010235,1.006587187,-4.469468906,2.574163439,2.404727496,0.297592248,0.894173054,1.840294592,1.968490951,1.832729588,2.608292032,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.124414881,4.919146942,2.106368246,7.407245362,3.275082488,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.161114145,3.875616723,10.51809262,11.50757747,4.914042294,5.046403712,0.805264127,-1.606792349,5.279517513,5.59851504,4.057346327,3.055680624,3.506830163,1.558938571,8.939147158,13.27968944,9.003044267,8.628767646,4.547689628,10.01132904,7.348553897,9.907171134,5.09440684,9.745762712,5.791505792,4.744525547,3.832752613,5.461320498,4.920868605,5.667029151,1.125404593,4.472859182,2.900790802,3.973172177,4.642458781,4.988730571,5.492354732,5.575497467,6.053438786,6.370003832,3.53525197,2.390204029,3.193454732,4.092071612,4.471744471,6.843838197,7.08782743,7.156283562,4.6735998,5.147234859,1.76457195,2.226199798,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.67917995,6.389921184,5.767626382,5.487726968,4.964082134,5.264407887,5.262223629,5.542187196,6.953635531,5.571269557,3.806064891,4.923528226,6.170253164,3.217073246,-0.758384997,5.019643429,3.078645893,3.130858799,3.846822072,2.158157012,0.516337848,0.720372093,1.385121912,2.368592076,2.308505619,2.510566477,2.546621984,4.312705928,4.104652373,3.578451943,2.657188346,1.412772191,-0.659105972,2.471107171,2.472423952,1.719815867,2.712321509,2.967564781,2.986586964,3.858901851,2.160007808,1.022240276,0.721042667,2.325210296,1.704867868,3.237136833,3.055814505,0.439743451,-4.51758398,2.084745896,1.605713833,-0.890131289,-0.246808804,1.333832988,2.0854713,1.803537998,2.367042185,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45476252,21.22141136,2.858379037,9.258838371,7.908684909,1.772582792,0.013480241,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290639388,4.649473478,8.149745869,7.788465253,5.61878576,0.542203325,3.303791513,2.838574304,1.463003374,0.041546521,2.208728118,-0.132468613,1.246461706,1.770115779,1.784687522,2.321435857,3.253321725,5.547122612,5.094324219,4.827030296,3.781393465,2.546000568,0.929215429,-1.031491775,2.383195316,2.757494033,2.674783588,3.689613998,4.305978447,4.48477443,5.289099595,4.001073835,2.879876097,3.187571476,3.166746501,3.723001788,4.174123186,3.768992408,1.11768686,-3.573751449,0.014063878,-0.998764958,-2.927750507,-1.705705,1.379997238,3.432253328,3.27446274,3.051719616,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.323844874,11.79861872,4.117257751,-0.856448276,10.56807495,6.328710504,6.076394702,7.416163365,6.294746225,9.373711454,10.27188409,7.748192368,-5.41945589,-14.72440391,2.259075894,7.597300209,4.307258988,1.936543444,2.890710968,1.674286623,2.063262785,4.854136829,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,0.916013858,8.235005718,-2.848021453,-11.14435298,9.661612359,13.8593304,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,7.561766692,10.24581085,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.59449818,5.034532225,5.148749632,5.56810382,4.39442738,4.300082583,4.458029117,5.065127199,5.789619148,5.713100811,3.640162435,4.715979844,6.104195211,2.222835101,-0.777389842,4.595855903,2.810869749,3.225585389,3.831569426,1.469812571,0.321029882,0.985589184,1.835942202,2.453976851,2.616305552,2.666510851,2.938150294,4.403358279,3.722474067,2.973331348,1.428447929,1.05938555,-0.147267728,2.836593504,2.681874962,1.981803495,2.895046415,2.980469959,3.012793398,3.865004685,2.20434993,1.354391997,1.314564697,2.568749821,2.11013578,3.348494477,3.080162464,0.48328458,-4.348744374,2.100569069,1.705833411,-0.416493629,0.257623795,1.749487975,2.314735336,1.966322597,2.448797776,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.003430097,2.570739009,-3.291174565,0.116371062,2.003118654,2.953736261,4.546163933,1.011069572,-1.696007933,14.77903302,-18.18051943,6.116454454,6.490379984,3.208482763,3.67545907,7.43865663,7.796044262,11.82491528,7.018959497,1.766670725,2.84675767,-0.459111175,-4.77996353,13.99090077,6.683440625,6.743759088,5.366384433,5.290627056,4.727491636,6.503236842,-5.529836929,14.07040376,3.628980817,1.090146496,2.418138653,5.180253977,2.843718612,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,5.333907792,2.356920312,7.735485518,6.983827975,3.236533613,1.804897704,0.344382966,0.239510404,2.91970809,7.121926394,5.389047425,1.294774467,3.087354214,3.121057312,3.214128124,3.536693192,2.726138081,3.559095975,5.209858683,5.087701647,0.675783494,-5.914425874,-3.32462938,-0.734493304,3.93926095,4.207130673,3.658833063,6.251807841,5.428512567,4.444134273,5.634847452,2.580792075,1.680325089,1.993984087,3.926057175,2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758036295,-0.631728091,0.135082255,2.135381815,2.634254746,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517582004,3.606102141,6.358771974,4.877280731,-2.70026696,0,13.35182833,7.916221558,2.596410512,12.70271113,6.888986665,7.485276672,11.6128685,2.60114991,0.530211189,2.736163248,5.904011844,1.863401451,12.22481977,-1.603456934,6.329990548,-5.9784862,-3.960123009,8.393024471,-4.613474867,7.749907965,-6.615019994,0.955754872,7.438632436,5.800002719,-2.700002821,6.100001394,2.130031625,5.100000159,2.499998538,4.800000929,-2.200000762,1.300001962,8.799998029,-1.69999854,1.999999468,3.200000514,0.999998468,5.300000292,0.700000383,1.852483092,-0.850653535,1.032794215,-1.386037485,2.954672074,2.705142971,1.411313661,4.734220415,5.603514517,3.844407023,0.380003448,3.800000088,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.506272437,6.672174626,5.347173767,6.518338303,4.778035177,5.214008052,4.688158821,4.25902469,6.990530534,5.558249635,5.345711561,4.541578934,6.310450661,4.291351829,-0.980162268,4.314246102,3.45136895,3.978805853,3.559112321,1.58818899,1.077744597,2.508531253,1.256296477,1.524469429,1.62324459,2.351242288,2.577322069,4.733954268,4.353231142,2.914009698,1.03910533,1.599671216,-0.612652837,2.345385598,2.085084531,1.38800403,2.337333406,3.556201255,3.407099148,3.875162259,1.954449424,1.118456891,0.819531669,2.786424111,1.607713814,2.3749469,2.361498874,0.195294767,-2.941341058,1.965657376,2.079229174,0.182693034,0.576241546,0.947586472,1.067461647,1.187650381,1.819400181,
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.946828691,-3.130759374,2.056752063,-0.130715913,-1.962406049,-2.217724288,1.177192743,2.041890243,3.347067156,-1.989479307,-3.858525094,-2.156058931,4.931500557,0.7,3.2,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.76684319,7.449211597,6.092435284,4.554453634,8.33333566,4.508004567,4.115152854,2.508800881,8.082910434,8.679342176,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.47440528,2.552937158,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.495319116,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.573569963,1.327993179,3.956241167,5.038282449,2.788976828,2.049311178,2.310965101,3.984737995,2.052445651,6.596286521,3.484368036,4.301945919,6.508720793,-2.463410167,-1.479061659,2.910059091,2.443093761,4.201849427,3.741453563,-2.027768562,-0.770989934,2.010559804,4.221917569,2.276235592,4.195325469,3.12427897,5.306559401,5.747626911,2.56940446,0.731800512,-1.086543253,0.373976459,2.526924879,3.880038517,2.469734452,2.538654447,4.038248414,3.137808431,3.216724592,3.66412896,2.544130573,2.457877617,3.325909315,2.364455337,3.096088937,2.455999651,2.35670823,-0.472540317,-4.187759438,1.69454714,1.45262397,1.481329829,2.052388508,3.054251012,2.345939517,1.93579095,1.787150985,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.535631294,6.249999544,4.456334814,4.778149725,12.05211625,2.470936125,2.836873807,6.482761546,8.80829341,7.380945301,6.097564234,6.896550161,7.429127692,7.370346072,4.576266275,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000057,-44.89999991,-29.30000147,-10.39999328,2.599995222,11.20000269,10.51904065,3.104903424,2.869256461,1.838341787,4.805452136,5.473838085,11.05810212,5.795979532,9.58829022,9.420740695,12.57878022,2.418103288,-3.650100784,6.249417737,7.221523243,6.350482066,3.387044089,4.623331526,2.880318815,2.848973376,4.833230527,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.429674012,4.109158606,4.405974201,2.209327505,1.36899887,-4.258290372,3.075364052,0.368860329,6.006174964,9.723472587,5.216124557,-2.4876554,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107244,8.475935599,-2.514941418,0.471695943,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.28182629,3.879419253,4.850000564,3.299999591,4.11241904,4.602461045,4.196357576,4.700390779,4.39999686,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.844486889,7.899711912,14.04712365,9.292789414,7.312525021,2.897438837,2.178206744,3.447792991,8.143446549,
